,review_score,comments,sentiment
595,2,boa noit compr diz wireles 150mb multilas 3g vim mod 3g conect usb nel,0
596,4,satisfeit,1
597,5,cheg dentr praz bonit val,1
598,5,bom recom,1
599,5,otim produt entreg excel,1
600,4,legal tud cert entreg rap,1
601,1,compr doi par alianç cheg apen dua unidad masculin cas aguard respost empr envi outr dua unidad femenin cheopu,0
602,2,ach dev mud mod entreg poi correi deix desej vier únic vez entreg produt doming tard mand volt pro remet produt,0
603,3,ach dev enform rap ond produt,0
604,5,ame,1
605,1,receb dest loj apen doi pend pag bolet antecip produt vei trat pend alumíni mei bol medi escov val r 90 quer volt,0
606,1,vc tá deix desej compr produt vc vc dem entreg aind cancel ped autor,0
607,4,produt entreg ant praz bom cust benefíci,1
608,2,receb outr encomend dess loj esper envi dua proteín 2kg,0
609,4,produt entreg ant praz aprov,1
610,2,fiz compr doi porém doi códig vei compr colch cheg cert vei sai cam box,0
611,5,cheg bem ant praz determin tud cert ame produt sup recom,1
612,5,atend expec,1
613,5,compr confi compr sempr cheg praz ant nunc problem recom,1
614,3,rapid entreg,0
615,5,mercad conform ped cheg ant praz recom,1
616,2,demor dest vez,0
617,4,produt entreg leig peç vêm desmont dev mont algum tal bicicliet necessit col permanec pé melhor opç col mad,1
618,1,praz esgot produt aind entreg,0
619,4,bom resm cheg muitob embal dentr praz afor vam test verific qual papel,1
620,4,produt corret entreg praz conform acord recom,1
621,5,sup recom mim agrad surpr nível atend amaric sensac,1
622,5,parabém loj lannist parc produt vei bem embal mto lind grand jeit quer cor marrom conform mostr fot ame pend,1
623,1,receb apen 1 perfum perfum h2o perfum otot receb aind preocup poi ped const receb doi perfum,0
624,5,maravilh,1
625,1,produt cheg bem ant praz defeit vei quebr lug faz encaix bonit frágil tent realiz troc sit consegu,0
626,1,aind nao receb ult informaca sobr p produt dia dat,0
627,1,películ vidr vei defeit consegu resolv problem,0
628,4,aind falt cap,1
629,3,ador,0
630,3,bom,0
631,4,entreg rap sobr perfum bom ja melhor val val pen,1
632,3,mercad lev menos 20 dia cheg demor quas doi mes,0
633,5,ótim produt satisfeit compr,1
634,1,produt bom quas 2 mes receb,0
635,1,vei cap compr 3 aí pag 100 real cap,0
636,5,bom tmb,1
637,5,vei praz funcion bem,1
638,1,orig infeliz pó vend stark extrem ruim poi entr contat agor nad aí consegu lig fornec parc devolv dinh,0
639,5,maravilh,1
640,5,entreg rápid ped entreg conform solicit recom,1
641,1,entr contat lannist telefon fal q vai mand link diret parc pra sab detalh entreg cont link n vei péss suport client,0
642,4,cumpr,1
643,3,apes tamanh escov lev fácil manusei,0
644,4,frágil func cert,1
645,5,comunic respeit consum rar compr aqu sempr,1
646,1,receb produt receb justific vend entr contat agor obtiv respost,0
647,5,satisfeit rapid cheg produt bem ant previst,1
648,5,melhor fantas vid,1
649,5,loj efici entreg corret ant praz,1
650,5,ótim,1
651,5,recomend loj cheg dentr praz ótim mercad,1
652,2,receb jarr cafet mesm model compr compr jarr cafet electrolux cmm20 receb dess model cafet,0
653,4,ador vei cert obrig,1
654,5,entreg feit produt quer bom,1
655,5,bom produt vei neum defeit bom,1
656,1,aind receb cap sof tô aguard,0
657,5,cheg sup rápid bem embal,1
658,5,melhor sit compr internet,1
659,5,cheg ant praz,1
660,1,aind receb produt vari dia fiz compr entreg demor compr faç onlin aind aguard entreg,0
661,3,instal aind,0
662,5,cheg ant dat prev tud ok,1
663,5,abert reclam solicit reenvi ont dur tard acontec grat,1
664,4,boa compr recom,1
665,1,infeliz compens pag pouc compr loj físic cidad tod loj inclusiv stark péss praz entreg produt,0
666,4,produt dentr dom esper,1
667,2,ñ gost cois relógi par bat frac novic relógi par,0
668,5,troc rápid mund real impression efici stark nenhum burocrac produt troc cas pisc olh parabém,1
669,5,ótim produt praz rápid,1
670,5,aind pod avali produt aguard matriz bot compr sit loj lannist estranh fat not fiscal dess produt ter sid emit,1
671,3,bom,0
672,5,entreg dentr praz produt excel cond,1
673,5,produt igual anunci sup satisfeit func perfeit,1
674,5,receb produt praz bem embal,1
675,5,cofr bom espaç intern pratel facil organiz bom produt,1
676,1,solicit devoluç produt vei amass parec qued,0
677,1,receb produt compr pag,0
678,5,cheg ant praz produt mto bom,1
679,4,respond sim receb produt corret falt opç aind vi produt quil abr embal poi pres cas algum desconform entr contat,1
680,5,acord propósit,1
681,1,mp3 play bonit pequen contud som ruim ruíd chi troq fon ouv appl mud nad problem qual produt,0
682,4,x,1
683,4,produt bonit parec boa qual entretant imag sit produt parec robust eleg cor uniform tom var,1
684,4,aind instal cheg praz cert,1
685,5,ótim produt entreg rápid,1
686,5,ótim excel produt recom tod,1
687,4,nao vei produt ped vei quit marmit 10 peç compr jog panel,1
688,3,experi compr on lin entreg boa porém produt atend expect tend dificuldad troc devoluç,0
689,5,parabeniz qual produt pontual entreg,1
690,1,aind receb faç,0
691,1,receb produt err compr orig receb produt paralel recicl picaret,0
692,3,produt entreg diverg adquir der respost solicit feit sit trat pres pud entreg aguard troc,0
693,5,tapet lind person bord volt log classic tod borrach pvc mt bom fácil limp,1
694,5,produt bem acab,1
695,2,produt problem defeit,0
696,1,compr dua bonec baby kis sid nil dia dat entreg soment 1 bonec vei junt not fiscal caix amass consig contat lannist telefon ocup,0
697,5,ótim produt entreg sup rápid,1
698,5,receb i procut ant praz determin,1
699,4,boa loj cumpr tud anunci entreg sup rápid,1
700,5,produt cheg ant praz,1
701,5,tapet lind mater bom sup fof entreg dentr praz so embrulh vei assust tao pequen parec lind tapet dentr,1
702,5,ótim loj produt bonit entreg ant praz recom,1
703,5,bom,1
704,5,hoj merc encontr rote baix pot aparelh bom potent,1
705,4,form geral produt bom porém som sai baix torn produt produt méd qual,1
706,3,produt entreg praz seman ant porém imprevist entreg tent entr contat vár vez nenhum sucess fiq seman sab nad,0
707,5,bom ame produt,1
708,5,aind receb relógi aind aguard obrig,1
709,4,nao possível verific sit lad almof pret,1
710,3,cap boa celul películ inclus muit péss qual,0
711,4,abr caix aind,1
712,5,produt alt qual ador,1
713,1,poss avali receb,0
714,5,obrig,1
715,4,produt frágil,1
716,5,ótim entreg rápid obje,1
717,1,vei quebr falt peç,0
718,2,receb produt outr model desatenç part distribu,0
719,5,gost bast tec bem maci,1
720,5,produt bom obrig,1
721,1,mud avali tud der cert,0
722,1,relógi compr repl orig,0
723,4,cheg obrig caix embal amass pres,1
724,5,otim,1
725,5,produt entreg conform contrat,1
726,5,segund compr loj satisfeit produt cheg rapid recom,1
727,5,ador produt soment ach ruim ter pag 2 fret produt vend,1
728,5,gost som mt bom,1
729,5,entreg ant praz otim,1
730,5,vari ano compr loj stark agor nad reclam,1
731,5,aind receb produt,1
732,5,lannist parabém entreg sup rápid,1
733,5,balanç ótim qual supr necess muit efici,1
734,1,produt vei difer anuncu lig esper códig devoluç produt reembols val pag,0
735,3,parabém entreg ant dat prev produt bom barat som produt bom corr incomod fic caind folg ouv olh corr 8 km recom,0
736,5,loj total confi produt entreg ant praz tod trajet produt inform corret produt entreg perfeit cond uso exat solicit,1
737,5,produt bom entreg rápid,1
738,1,falt respeit consum produt mal embal vidr lacr vaz náo receb autor devoluç tend reclam dia entreg pi lev correi,0
739,5,bom,1
740,5,melhor preç entreg sup rápid freg temp loj total confi,1
741,5,melhor loj faz compr,1
742,5,bom demal,1
743,5,loj lannist cumpr praz mercad corret tud cert únic problem nom incorret consig corrig lo,1
744,5,entreg sup rápid produt acord caracterís descrit sit excel,1
745,2,pens defle grand plac porém 3 pequen peç encaix outr sinc gost poi merc opç peç únic bonit melhor design,0
746,1,fiq satisfeit mater produt,0
747,5,sup recom produt loj veij cert ant praz previst,1
748,2,agil entreg,0
749,5,lug ótim pra faz compr,1
750,1,ate agor nao reveb produt esper menos pontu sid feit acord promoç,0
751,5,entreg praz gost,1
752,4,tamanh g ta pequen g adult infantil,1
753,1,vend produt entreg,0
754,5,cheg praz determin bem embrulh satisfeit,1
755,3,estamp bonit ench ruim,0
756,1,bot abr carr funcion,0
757,5,produt ótim cheg ant esper,1
758,3,bom produt,0
759,5,otim deu tud cert not 10,1
760,5,bom recom,1
761,5,perfeit,1
762,2,receb produt moment receb conjunt quadr decor fé am famíl vidr a4 aguard,0
763,5,preç bom produt ótim entreg rápid,1
764,5,ótim produt cheg ant praz,1
765,4,corret,1
766,5,recom cheg dentr praz,1
767,3,bom,0
768,5,excel produt vei embaç perfeit cheg ant previst ame,1
769,5,otim compr,1
770,4,produt cheg dentr praz,1
771,5,bom,1
772,4,produt otim qual parabém,1
773,4,boa loj,1
774,4,entreg ant praz sistem acompanh produt credibiliz loj,1
775,2,boa tard produt vei falt peç temp compr loj lannist sempr vei cert dess vez,0
776,5,cheg ant praz,1
777,1,tá demor mt,0
778,2,infeliz produt vei defeit míd corromp perd troc poi inutiliz embal ant test deix incapacit troc,0
779,5,ame produt cheg ant praz,1
780,5,compr sempr baratheon ador tud,1
781,5,sempr cumpr praz entreg,1
782,5,tud acontec previst,1
783,5,entreg rápid produt perfeit,1
784,1,roub not fiscal 2 unidad embrulh vem apen quer cobr entreg,0
785,1,nao envi ped,0
786,5,excel produt colecion recom,1
787,5,produt orig entreg rápid bom preç,1
788,4,produt bom entreg temp rap excel,1
789,5,ador produt compr excel,1
790,5,aspir bom lev fácil manus,1
791,2,mater produt bom porém cab perfeit,0
792,5,compens compr pra qu mater reserv pra us trein val bast,1
793,5,vei cert rap boa qual,1
794,5,produt lind ótim qual,1
795,5,produt qual recom,1
796,5,produt entreg dentr praz previst,1
797,5,podut bom recom cheg rápid,1
798,5,recom,1
799,3,vei relógi feminin lug relógi masculin ped fiz cancel devoluç receb sobr estorn receb nenhum respost,0
800,4,bim,1
801,4,películ err model proteg tod frent,1
802,5,satisfatóri,1
803,5,excel,1
804,5,gost compr loj lannist confi,1
805,3,compr cap cor pret porém receb dat cor branc gost troc vist produt vei cor err,0
806,2,receb produt dat prev envi vár mens p inform ja q rastre par 3 seman simples gost recom entreg targaryen,0
807,5,produt cheg bem ant dat prev,1
808,5,gost mto produt,1
809,5,satisfeit,1
810,2,compr 2 unidad papel pared cheg 1 rol resolv situ m,0
811,5,sup recom loj produt entreg ant praz excel qual,1
812,5,bom entreg antecip faz diferenç,1
813,5,excel loj envi rápid produt cert,1
814,5,tud corret excet dem culp fornec sim correi,1
815,5,produt bom entreg rápid,1
816,5,produt otim qual bem embal,1
817,5,recom tod compr produt lannist compr entreg content praz,1
818,1,sit lannist dat entreg 04 01 códig rastrei produt post correi dia 04 01 produt aind trânsit dia hoj 06 01,0
819,5,entreg feit ant praz cheg bem embal produt excel,1
820,5,produt lind perfeit cheg temp cert tud direit,1
821,5,ótim produt entreg ant praz recom,1
822,5,produt cheg ant praz previst,1
823,5,rápid aind vei brind top,1
824,1,quer produt,0
825,4,sistem operac compr fácil manuse compreend entreg rápid metr compr correspond propagand compr nov,1
826,2,produt cheg rasg,0
827,2,produt feit mater boa qual difícil coloc lâmin form precis navalhet pod fer hor coloc retir lâmin,0
828,4,bom produt gost apen falt pouc alt recom,1
829,5,pra fácil lav bem compact esp amou recom,1
830,1,entreg produt cumpr praz entreg pass praz,0
831,5,produt ótim orig recom,1
832,1,compr vei metad compr cap celul películ vidr soment vei cap películ vei,0
833,3,motiv q fon n consig sinton rádi fm cor pret n rest parec bom,0
834,5,cheg rapid,1
835,1,dem produt nao entreg,0
836,4,produt cheg praz perfeit cond,1
837,5,produt excel jog ps2 const serv ps3 pc vou test,1
838,3,bom produt,0
839,5,produt cheg praz entreg nenhum detalh,1
840,4,mater otim qual,1
841,5,sup rápid,1
842,5,entreg bem embal,1
843,5,excel,1
844,1,doi dia após praz mê após compr nad produt cheg fret car inefici,0
845,5,tud conform combin,1
846,1,receb produt cx abert lacr not fiscal ped compr remet difer anunci quer devoluca dinh descontent,0
847,4,recom bom relógi q ter desativ segund temp man q vim explic pra q serv funç tr recom entreg bem ant praz,1
848,5,produt ótim qual,1
849,5,entreg realiz corret dentr combin produt vei perfeit cond uso,1
850,2,entreg quant produt send ped dua quant,0
851,5,satisfeit produt,1
852,5,ótim vend ótim produt cheg praz cert recom,1
853,4,praz entreg pod men,1
854,5,ceg ant praz bom,1
855,5,bom gost bast tec ótim atend espect sup recom,1
856,5,produt adequ necess,1
857,4,recom,1
858,5,loj confi,1
859,5,produt excel qual vend respons entreg praz sup satisfeit,1
860,5,prim vez compr loj virtual arrep cheg praz,1
861,1,receb escov outr marc consig resolv problem péss atend loj lannist parc,0
862,5,cheg tud cert recom,1
863,5,ótim,1
864,5,ador,1
865,5,otim loj,1
866,3,cheg bem rápid parec bom vou descobr uso cap sof 3 lug vei pouc men larg vei 1 46 2 lug vei tamanh cert,0
867,5,ador produt cheg ant praz,1
868,4,imag hor compr bem dist produt final,1
869,4,produt qual entreg rápid recom,1
870,5,not 10,1
871,5,sempr atend client,1
872,5,esper bonit led perfeit cont som potent enfim perfeit,1
873,5,produt conform fot atend tod expect sup indic,1
874,1,ped feit dia 03 7 const nest formul produt entreg recomend loj aguard,0
875,1,gent aind receb encomend fass pra envi nov,0
876,5,agradeç ame cheg ant praz perfeit vir client sup indic obrig,1
877,4,cheir bom,1
878,4,fácil rápid temp entreg men praz produt inferi obrig,1
879,5,produt vei cert vi fot cheg ant praz gost bast,1
880,5,gost compr lannist,1
881,5,ótim produt cert entreg dentr praz tud ok,1
882,5,bonit aparent qual aind apliq poss fal quant ader cust benefici recom,1
883,5,mater bom,1
884,3,pod ter vind melhor embal relógi cheg algum risc ótim produt,0
885,4,dei not 5 pq vei mesm embal vei embal branc proib pra vend outr lad preç bom,1
886,5,ótim,1
887,5,bom produt cheg perfeit,1
888,5,fant,1
889,4,compr 11 lix pag fret individ compr apen 1 lix stark pod ter mont 1 caix mai 11 lix dentr barat,1
890,5,ok,1
891,5,tud ok conform anúnci,1
892,5,perfeit,1
893,5,produt cheg cert praz satisfeit obrig vc parabém,1
894,5,entreg ant praz estipul produt entreg descrit,1
895,2,recom loa poi cumpr praz cert produt ruim pess qual,0
896,5,gost compr cheg ant combin recom,1
897,5,recom rápid entreg,1
898,4,cheg dentr praz,1
899,3,receb font corret porém cab energ dent tom part test font funcion perfeit,0
900,5,produt entreg ant praz satisfeit,1
901,2,compr cap pag fret car receb produt vei cor hav compr decid devolv cust adic dem entreg produt corret,0
902,5,produt envi car atenç ador,1
903,1,receb produt err seman aceit val produt entreg men ped reembols agor nad faz 9 dia,0
904,2,receb 2 3 produt desej,0
905,1,produt entreg entreg soment envelop vazi nad papel dentr absurd pur golp cas polic,0
906,4,entreg rápid ant praz objet bom acord anunci,1
907,5,gost produt ach pan pod mai tud cert sup recom siti entreg ant praz cert ire compr outr vez,1
908,5,loj alt qual,1
909,5,excel produt,1
910,5,cheg rápid fiq duvid nao conhec produt bom produt,1
911,5,sup recom produt loj,1
912,5,produt bom entreg rápid,1
913,3,esper preç produt melhor mater baix qual tamp fic mei solt gost preç absurd nao val pen,0
914,5,satisfeit produt cumpr obje bomb águ cas font águ loj lannist sempr entreg ant praz preç bommmmm,1
915,5,receb ant dat entreg americ parabém tapet bom cor bonit sup recom,1
916,1,receb metad mater,0
917,5,aind abr embal porqu vou dar pres receb ant praz,1
918,5,otim qual,1
919,4,bem atend cheg ant praz,1
920,5,únic cois q ach q entreg pod rápid n cad 10 15 dia demor,1
921,2,nao consegu faz contat fornec solic troc vei mode err relógi,0
922,5,ótim empr entreg ant praz parabém,1
923,2,compr produt pra entreg cas pag fret deix correi pra retir cert porq cobr fret ent,0
924,5,qual preç just entreg temp record,1
925,5,produt ótim qual entreg turb,1
926,5,receb sup rápid,1
927,5,entreg sup rápid recom parc targaryen not 1000,1
928,4,mater boa qual bonit ach mai,1
929,5,produt enorm conforta,1
930,5,ador produt cheg ant q esper sup recom,1
